User_ID,User_Name,Operation,Time,Date
1,Admin Admin,Login,30-08-2021,03:20 AM
1,Admin Admin,Logout,30-08-2021,06:18 AM
1,Admin Admin,Logout,30-08-2021,06:20 AM
1,Admin Admin,Logout,30-08-2021,06:21 AM
1,Admin Admin,Logout,30-08-2021,06:24 AM
1,Admin Admin,Logout,30-08-2021,06:24 AM
1,Admin Admin,Login,30-08-2021,06:27 AM
1,Admin Admin,Login,30-08-2021,06:46 AM
1,Admin Admin,Login,30-08-2021,07:06 AM
1,Admin Admin,Logout,30-08-2021,08:21 AM
1,Admin Admin,Logout,30-08-2021,08:22 AM
1,Admin Admin,Login,30-08-2021,08:22 AM
1,Admin Admin,Login,30-08-2021,08:22 AM
1,Admin Admin,Logout,30-08-2021,08:23 AM
1,Admin Admin,Login,30-08-2021,08:23 AM
1,Admin Admin,Login,30-08-2021,08:23 AM
1,Admin Admin,Login,30-08-2021,08:24 AM
1,Admin Admin,Login,30-08-2021,08:24 AM
1,Admin Admin,Login,30-08-2021,08:25 AM
1,Admin Admin,Logout,30-08-2021,08:25 AM
